order_date,return_customers,return_customers_actableai,max_return_customers_actableai,min_return_customer_actableai,return_customer_tableau,max_return_customer_tableau,min_return_customer_tableau,new_customers,new_customers_actableai,max_new_customers_actableai,min_new_customers_actableai,new_customers_tableau,max_new_customers_tableau,min_new_customers_tableau
9/4/2009,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9/5/2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9/6/2009,1,1,1,1,1,1,1,3,3,3,3,3,3,3
9/7/2009,1,1,1,1,1,1,1,2,2,2,2,2,2,2
9/8/2009,2,2,2,2,2,2,2,8,8,8,8,8,8,8
9/9/2009,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9/10/2009,1,1,1,1,1,1,1,5,5,5,5,5,5,5
9/11/2009,4,4,4,4,4,4,4,6,6,6,6,6,6,6
9/12/2009,,,,,,,,2,2,2,2,2,2,2
9/13/2009,,,,,,,,6,6,6,6,6,6,6
9/14/2009,,,,,,,,11,11,11,11,11,11,11
9/15/2009,2,2,2,2,2,2,2,6,6,6,6,6,6,6
9/16/2009,,,,,,,,7,7,7,7,7,7,7
9/17/2009,1,1,1,1,1,1,1,5,5,5,5,5,5,5
9/18/2009,,,,,,,,6,6,6,6,6,6,6
9/19/2009,3,3,3,3,3,3,3,1,1,1,1,1,1,1
9/20/2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9/21/2009,2,2,2,2,2,2,2,7,7,7,7,7,7,7
9/22/2009,2,2,2,2,2,2,2,7,7,7,7,7,7,7
9/23/2009,2,2,2,2,2,2,2,4,4,4,4,4,4,4
9/24/2009,3,3,3,3,3,3,3,7,7,7,7,7,7,7
9/25/2009,3,3,3,3,3,3,3,2,2,2,2,2,2,2
9/26/2009,2,2,2,2,2,2,2,4,4,4,4,4,4,4
9/27/2009,1,1,1,1,1,1,1,4,4,4,4,4,4,4
9/28/2009,2,2,2,2,2,2,2,8,8,8,8,8,8,8
9/29/2009,,,,,,,,6,6,6,6,6,6,6
9/30/2009,1,1,1,1,1,1,1,12,12,12,12,12,12,12
10/1/2009,2,2,2,2,2,2,2,5,5,5,5,5,5,5
10/2/2009,1,1,1,1,1,1,1,2,2,2,2,2,2,2
10/3/2009,1,1,1,1,1,1,1,2,2,2,2,2,2,2
10/4/2009,,,,,,,,2,2,2,2,2,2,2
10/5/2009,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10/6/2009,2,2,2,2,2,2,2,4,4,4,4,4,4,4
10/7/2009,3,3,3,3,3,3,3,2,2,2,2,2,2,2
10/8/2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10/9/2009,3,3,3,3,3,3,3,7,7,7,7,7,7,7
10/10/2009,1,1,1,1,1,1,1,2,2,2,2,2,2,2
10/11/2009,,,,,,,,2,2,2,2,2,2,2
10/12/2009,2,2,2,2,2,2,2,3,3,3,3,3,3,3
10/13/2009,2,2,2,2,2,2,2,7,7,7,7,7,7,7
10/14/2009,1,1,1,1,1,1,1,8,8,8,8,8,8,8
10/15/2009,2,2,2,2,2,2,2,4,4,4,4,4,4,4
10/16/2009,,,,,,,,9,9,9,9,9,9,9
10/17/2009,1,1,1,1,1,1,1,4,4,4,4,4,4,4
10/18/2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10/19/2009,2,2,2,2,2,2,2,5,5,5,5,5,5,5
10/20/2009,,,,,,,,8,8,8,8,8,8,8
10/21/2009,7,7,7,7,7,7,7,1,1,1,1,1,1,1
10/22/2009,2,2,2,2,2,2,2,4,4,4,4,4,4,4
10/23/2009,2,2,2,2,2,2,2,5,5,5,5,5,5,5
10/24/2009,1,1,1,1,1,1,1,3,3,3,3,3,3,3
10/25/2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10/26/2009,5,5,5,5,5,5,5,3,3,3,3,3,3,3
10/27/2009,1,1,1,1,1,1,1,3,3,3,3,3,3,3
10/28/2009,3,3,3,3,3,3,3,4,4,4,4,4,4,4
10/29/2009,3,3,3,3,3,3,3,5,5,5,5,5,5,5
10/30/2009,1,1,1,1,1,1,1,6,6,6,6,6,6,6
10/31/2009,1,1,1,1,1,1,1,2,2,2,2,2,2,2
11/1/2009,,,,,,,,2,2,2,2,2,2,2
11/2/2009,3,3,3,3,3,3,3,4,4,4,4,4,4,4
11/3/2009,1,1,1,1,1,1,1,5,5,5,5,5,5,5
11/4/2009,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11/5/2009,2,2,2,2,2,2,2,5,5,5,5,5,5,5
11/6/2009,,,,,,,,4,4,4,4,4,4,4
11/7/2009,2,2,2,2,2,2,2,4,4,4,4,4,4,4
11/8/2009,2,2,2,2,2,2,2,4,4,4,4,4,4,4
11/9/2009,2,2,2,2,2,2,2,9,9,9,9,9,9,9
11/10/2009,1,1,1,1,1,1,1,3,3,3,3,3,3,3
11/11/2009,2,2,2,2,2,2,2,7,7,7,7,7,7,7
11/12/2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11/13/2009,,,,,,,,6,6,6,6,6,6,6
11/14/2009,3,3,3,3,3,3,3,3,3,3,3,3,3,3
11/15/2009,2,2,2,2,2,2,2,7,7,7,7,7,7,7
11/16/2009,2,2,2,2,2,2,2,3,3,3,3,3,3,3
11/17/2009,5,5,5,5,5,5,5,7,7,7,7,7,7,7
11/18/2009,2,2,2,2,2,2,2,8,8,8,8,8,8,8
11/19/2009,6,6,6,6,6,6,6,5,5,5,5,5,5,5
11/20/2009,1,1,1,1,1,1,1,5,5,5,5,5,5,5
11/21/2009,2,2,2,2,2,2,2,1,1,1,1,1,1,1
11/22/2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11/23/2009,3,3,3,3,3,3,3,3,3,3,3,3,3,3
11/24/2009,1,1,1,1,1,1,1,4,4,4,4,4,4,4
11/25/2009,1,1,1,1,1,1,1,2,2,2,2,2,2,2
11/26/2009,4,4,4,4,4,4,4,1,1,1,1,1,1,1
11/27/2009,,,,,,,,3,3,3,3,3,3,3
11/28/2009,1,1,1,1,1,1,1,2,2,2,2,2,2,2
11/29/2009,2,2,2,2,2,2,2,5,5,5,5,5,5,5
11/30/2009,1,1,1,1,1,1,1,5,5,5,5,5,5,5
12/1/2009,2,2,2,2,2,2,2,4,4,4,4,4,4,4
12/2/2009,4,4,4,4,4,4,4,2,2,2,2,2,2,2
12/3/2009,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12/4/2009,3,3,3,3,3,3,3,,,,,,,
12/5/2009,2,2,2,2,2,2,2,1,1,1,1,1,1,1
12/6/2009,1,1,1,1,1,1,1,3,3,3,3,3,3,3
12/7/2009,2,2,2,2,2,2,2,1,1,1,1,1,1,1
12/8/2009,1,1,1,1,1,1,1,5,5,5,5,5,5,5
12/9/2009,1,1,1,1,1,1,1,8,8,8,8,8,8,8
12/10/2009,,,,,,,,1,1,1,1,1,1,1
12/11/2009,,,,,,,,3,3,3,3,3,3,3
12/12/2009,,,,,,,,1,1,1,1,1,1,1
12/13/2009,,,,,,,,2,2,2,2,2,2,2
12/14/2009,1,1,1,1,1,1,1,3,3,3,3,3,3,3
12/15/2009,2,2,2,2,2,2,2,,,,,,,
12/16/2009,,,,,,,,3,3,3,3,3,3,3
12/17/2009,,,,,,,,2,2,2,2,2,2,2
12/18/2009,,,,,,,,3,3,3,3,3,3,3
12/19/2009,,,,,,,,1,1,1,1,1,1,1
12/20/2009,2,2,2,2,2,2,2,,,,,,,
12/21/2009,,,,,,,,2,2,2,2,2,2,2
12/22/2009,,,,,,,,1,1,1,1,1,1,1
12/23/2009,,,,,,,,1,1,1,1,1,1,1
12/26/2009,,,,,,,,1,1,1,1,1,1,1
12/28/2009,1,1,1,1,1,1,1,3,3,3,3,3,3,3
12/29/2009,,,,,,,,1,1,1,1,1,1,1
12/31/2009,,,,,,,,2,2,2,2,2,2,2
1/2/2010,,,,,,,,1,1,1,1,1,1,1
1/4/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
1/5/2010,,,,,,,,6,6,6,6,6,6,6
1/6/2010,,,,,,,,1,1,1,1,1,1,1
1/7/2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1/8/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
1/10/2010,,,,,,,,1,1,1,1,1,1,1
1/11/2010,,,,,,,,3,3,3,3,3,3,3
1/12/2010,3,3,3,3,3,3,3,2,2,2,2,2,2,2
1/13/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
1/14/2010,,,,,,,,2,2,2,2,2,2,2
1/15/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
1/17/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
1/18/2010,1,1,1,1,1,1,1,7,7,7,7,7,7,7
1/19/2010,,,,,,,,1,1,1,1,1,1,1
1/20/2010,,,,,,,,4,4,4,4,4,4,4
1/21/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
1/22/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
1/23/2010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/24/2010,,,,,,,,1,1,1,1,1,1,1
1/25/2010,,,,,,,,3,3,3,3,3,3,3
1/26/2010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/27/2010,,,,,,,,2,2,2,2,2,2,2
1/28/2010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/29/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
1/30/2010,,,,,,,,1,1,1,1,1,1,1
1/31/2010,1,1,1,1,1,1,1,4,4,4,4,4,4,4
2/1/2010,,,,,,,,4,4,4,4,4,4,4
2/2/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
2/3/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
2/4/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
2/5/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
2/6/2010,2,2,2,2,2,2,2,3,3,3,3,3,3,3
2/7/2010,2,2,2,2,2,2,2,1,1,1,1,1,1,1
2/8/2010,3,3,3,3,3,3,3,6,6,6,6,6,6,6
2/9/2010,2,2,2,2,2,2,2,6,6,6,6,6,6,6
2/10/2010,,,,,,,,4,4,4,4,4,4,4
2/11/2010,5,5,5,5,5,5,5,6,6,6,6,6,6,6
2/12/2010,2,2,2,2,2,2,2,5,5,5,5,5,5,5
2/13/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
2/14/2010,4,4,4,4,4,4,4,3,3,3,3,3,3,3
2/15/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
2/16/2010,,,,,,,,7,7,7,7,7,7,7
2/17/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
2/18/2010,4,4,4,4,4,4,4,3,3,3,3,3,3,3
2/19/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
2/20/2010,,,,,,,,1,1,1,1,1,1,1
2/21/2010,,,,,,,,3,3,3,3,3,3,3
2/22/2010,2,2,2,2,2,2,2,7,7,7,7,7,7,7
2/23/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
2/24/2010,4,4,4,4,4,4,4,3,3,3,3,3,3,3
2/25/2010,4,4,4,4,4,4,4,3,3,3,3,3,3,3
2/26/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
2/27/2010,,,,,,,,3,3,3,3,3,3,3
2/28/2010,,,,,,,,2,2,2,2,2,2,2
3/1/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
3/2/2010,2,2,2,2,2,2,2,10,10,10,10,10,10,10
3/3/2010,,,,,,,,4,4,4,4,4,4,4
3/4/2010,4,4,4,4,4,4,4,9,9,9,9,9,9,9
3/5/2010,,,,,,,,7,7,7,7,7,7,7
3/6/2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3/7/2010,,,,,,,,3,3,3,3,3,3,3
3/8/2010,1,1,1,1,1,1,1,8,8,8,8,8,8,8
3/9/2010,3,3,3,3,3,3,3,4,4,4,4,4,4,4
3/10/2010,1,1,1,1,1,1,1,8,8,8,8,8,8,8
3/11/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
3/12/2010,2,2,2,2,2,2,2,6,6,6,6,6,6,6
3/13/2010,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3/14/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
3/15/2010,6,6,6,6,6,6,6,9,9,9,9,9,9,9
3/16/2010,3,3,3,3,3,3,3,6,6,6,6,6,6,6
3/17/2010,4,4,4,4,4,4,4,5,5,5,5,5,5,5
3/18/2010,,,,,,,,5,5,5,5,5,5,5
3/19/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
3/20/2010,,,,,,,,5,5,5,5,5,5,5
3/21/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
3/22/2010,1,1,1,1,1,1,1,7,7,7,7,7,7,7
3/23/2010,,,,,,,,6,6,6,6,6,6,6
3/24/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
3/25/2010,2,2,2,2,2,2,2,6,6,6,6,6,6,6
3/26/2010,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3/27/2010,3,3,3,3,3,3,3,2,2,2,2,2,2,2
3/28/2010,,,,,,,,1,1,1,1,1,1,1
3/29/2010,1,1,1,1,1,1,1,8,8,8,8,8,8,8
3/30/2010,2,2,2,2,2,2,2,5,5,5,5,5,5,5
3/31/2010,4,4,4,4,4,4,4,14,14,14,14,14,14,14
4/1/2010,3,3,3,3,3,3,3,4,4,4,4,4,4,4
4/2/2010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4/3/2010,2,2,2,2,2,2,2,3,3,3,3,3,3,3
4/4/2010,,,,,,,,3,3,3,3,3,3,3
4/5/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
4/6/2010,8,8,8,8,8,8,8,5,5,5,5,5,5,5
4/7/2010,4,4,4,4,4,4,4,8,8,8,8,8,8,8
4/8/2010,5,5,5,5,5,5,5,11,11,11,11,11,11,11
4/9/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
4/10/2010,,,,,,,,9,9,9,9,9,9,9
4/11/2010,1,1,1,1,1,1,1,4,4,4,4,4,4,4
4/12/2010,2,2,2,2,2,2,2,8,8,8,8,8,8,8
4/13/2010,2,2,2,2,2,2,2,8,8,8,8,8,8,8
4/14/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
4/15/2010,2,2,2,2,2,2,2,9,9,9,9,9,9,9
4/16/2010,5,5,5,5,5,5,5,6,6,6,6,6,6,6
4/17/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
4/18/2010,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/19/2010,4,4,4,4,4,4,4,5,5,5,5,5,5,5
4/20/2010,3,3,3,3,3,3,3,8,8,8,8,8,8,8
4/21/2010,4,4,4,4,4,4,4,1,1,1,1,1,1,1
4/22/2010,4,4,4,4,4,4,4,2,2,2,2,2,2,2
4/23/2010,2,2,2,2,2,2,2,5,5,5,5,5,5,5
4/24/2010,3,3,3,3,3,3,3,6,6,6,6,6,6,6
4/25/2010,,,,,,,,1,1,1,1,1,1,1
4/26/2010,1,1,1,1,1,1,1,11,11,11,11,11,11,11
4/27/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
4/28/2010,5,5,5,5,5,5,5,8,8,8,8,8,8,8
4/29/2010,4,4,4,4,4,4,4,7,7,7,7,7,7,7
4/30/2010,4,4,4,4,4,4,4,6,6,6,6,6,6,6
5/1/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
5/2/2010,,,,,,,,5,5,5,5,5,5,5
5/3/2010,3,3,3,3,3,3,3,8,8,8,8,8,8,8
5/4/2010,6,6,6,6,6,6,6,5,5,5,5,5,5,5
5/5/2010,4,4,4,4,4,4,4,6,6,6,6,6,6,6
5/6/2010,4,4,4,4,4,4,4,6,6,6,6,6,6,6
5/7/2010,,,,,,,,3,3,3,3,3,3,3
5/8/2010,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5/9/2010,,,,,,,,6,6,6,6,6,6,6
5/10/2010,6,6,6,6,6,6,6,5,5,5,5,5,5,5
5/11/2010,4,4,4,4,4,4,4,11,11,11,11,11,11,11
5/12/2010,4,4,4,4,4,4,4,8,8,8,8,8,8,8
5/13/2010,3,3,3,3,3,3,3,6,6,6,6,6,6,6
5/14/2010,7,7,7,7,7,7,7,6,6,6,6,6,6,6
5/15/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
5/16/2010,1,1,1,1,1,1,1,,,,,,,
5/17/2010,2,2,2,2,2,2,2,6,6,6,6,6,6,6
5/18/2010,5,5,5,5,5,5,5,4,4,4,4,4,4,4
5/19/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
5/20/2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5/21/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
5/22/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
5/23/2010,,,,,,,,4,4,4,4,4,4,4
5/24/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
5/25/2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5/26/2010,2,2,2,2,2,2,2,3,3,3,3,3,3,3
5/27/2010,4,4,4,4,4,4,4,8,8,8,8,8,8,8
5/28/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
5/29/2010,4,4,4,4,4,4,4,1,1,1,1,1,1,1
5/30/2010,2,2,2,2,2,2,2,1,1,1,1,1,1,1
5/31/2010,2,2,2,2,2,2,2,3,3,3,3,3,3,3
6/1/2010,2,2,2,2,2,2,2,5,5,5,5,5,5,5
6/2/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
6/3/2010,1,1,1,1,1,1,1,7,7,7,7,7,7,7
6/4/2010,3,3,3,3,3,3,3,8,8,8,8,8,8,8
6/5/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
6/6/2010,9,9,9,9,9,9,9,8,8,8,8,8,8,8
6/7/2010,6,6,6,6,6,6,6,7,7,7,7,7,7,7
6/8/2010,6,6,6,6,6,6,6,5,5,5,5,5,5,5
6/9/2010,3,3,3,3,3,3,3,5,5,5,5,5,5,5
6/10/2010,3,3,3,3,3,3,3,1,1,1,1,1,1,1
6/11/2010,3,3,3,3,3,3,3,1,1,1,1,1,1,1
6/12/2010,,,,,,,,3,3,3,3,3,3,3
6/13/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
6/14/2010,3,3,3,3,3,3,3,6,6,6,6,6,6,6
6/15/2010,5,5,5,5,5,5,5,13,13,13,13,13,13,13
6/16/2010,2,2,2,2,2,2,2,8,8,8,8,8,8,8
6/17/2010,4,4,4,4,4,4,4,3,3,3,3,3,3,3
6/18/2010,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6/19/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
6/20/2010,,,,,,,,3,3,3,3,3,3,3
6/21/2010,2,2,2,2,2,2,2,6,6,6,6,6,6,6
6/22/2010,4,4,4,4,4,4,4,6,6,6,6,6,6,6
6/23/2010,2,2,2,2,2,2,2,3,3,3,3,3,3,3
6/24/2010,7,7,7,7,7,7,7,4,4,4,4,4,4,4
6/25/2010,6,6,6,6,6,6,6,9,9,9,9,9,9,9
6/26/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
6/27/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
6/28/2010,4,4,4,4,4,4,4,5,5,5,5,5,5,5
6/29/2010,4,4,4,4,4,4,4,2,2,2,2,2,2,2
6/30/2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7/1/2010,,,,,,,,1,1,1,1,1,1,1
7/2/2010,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7/3/2010,3,3,3,3,3,3,3,1,1,1,1,1,1,1
7/4/2010,1,1,1,1,1,1,1,4,4,4,4,4,4,4
7/5/2010,5,5,5,5,5,5,5,2,2,2,2,2,2,2
7/6/2010,2,2,2,2,2,2,2,5,5,5,5,5,5,5
7/7/2010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7/8/2010,2,2,2,2,2,2,2,5,5,5,5,5,5,5
7/9/2010,4,4,4,4,4,4,4,3,3,3,3,3,3,3
7/10/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
7/11/2010,1,1,1,1,1,1,1,4,4,4,4,4,4,4
7/12/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
7/13/2010,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7/14/2010,4,4,4,4,4,4,4,3,3,3,3,3,3,3
7/15/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
7/16/2010,1,1,1,1,1,1,1,6,6,6,6,6,6,6
7/17/2010,,,,,,,,4,4,4,4,4,4,4
7/18/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
7/19/2010,4,4,4,4,4,4,4,5,5,5,5,5,5,5
7/20/2010,6,6,6,6,6,6,6,2,2,2,2,2,2,2
7/21/2010,2,2,2,2,2,2,2,5,5,5,5,5,5,5
7/22/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
7/23/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
7/24/2010,,,,,,,,2,2,2,2,2,2,2
7/25/2010,,,,,,,,5,5,5,5,5,5,5
7/26/2010,3,3,3,3,3,3,3,8,8,8,8,8,8,8
7/27/2010,1,1,1,1,1,1,1,7,7,7,7,7,7,7
7/28/2010,4,4,4,4,4,4,4,6,6,6,6,6,6,6
7/29/2010,4,4,4,4,4,4,4,7,7,7,7,7,7,7
7/30/2010,2,2,2,2,2,2,2,7,7,7,7,7,7,7
7/31/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
8/1/2010,,,,,,,,4,4,4,4,4,4,4
8/2/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
8/3/2010,3,3,3,3,3,3,3,4,4,4,4,4,4,4
8/4/2010,3,3,3,3,3,3,3,5,5,5,5,5,5,5
8/5/2010,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8/6/2010,,,,,,,,5,5,5,5,5,5,5
8/7/2010,,,,,,,,1,1,1,1,1,1,1
8/8/2010,,,,,,,,3,3,3,3,3,3,3
8/9/2010,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8/10/2010,5,5,5,5,5,5,5,8,8,8,8,8,8,8
8/11/2010,2,2,2,2,2,2,2,6,6,6,6,6,6,6
8/12/2010,1,1,1,1,1,1,1,6,6,6,6,6,6,6
8/13/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
8/14/2010,,,,,,,,5,5,5,5,5,5,5
8/15/2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8/16/2010,5,5,5,5,5,5,5,8,8,8,8,8,8,8
8/17/2010,1,1,1,1,1,1,1,8,8,8,8,8,8,8
8/18/2010,3,3,3,3,3,3,3,6,6,6,6,6,6,6
8/19/2010,,,,,,,,6,6,6,6,6,6,6
8/20/2010,3,3,3,3,3,3,3,4,4,4,4,4,4,4
8/21/2010,,,,,,,,6,6,6,6,6,6,6
8/22/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
8/23/2010,1,1,1,1,1,1,1,7,7,7,7,7,7,7
8/24/2010,2,2,2,2,2,2,2,8,8,8,8,8,8,8
8/25/2010,2,2,2,2,2,2,2,5,5,5,5,5,5,5
8/26/2010,2,2,2,2,2,2,2,5,5,5,5,5,5,5
8/27/2010,3,3,3,3,3,3,3,4,4,4,4,4,4,4
8/28/2010,1,1,1,1,1,1,1,4,4,4,4,4,4,4
8/29/2010,,,,,,,,5,5,5,5,5,5,5
8/30/2010,5,5,5,5,5,5,5,6,6,6,6,6,6,6
8/31/2010,1,1,1,1,1,1,1,6,6,6,6,6,6,6
9/1/2010,5,5,5,5,5,5,5,6,6,6,6,6,6,6
9/2/2010,7,7,7,7,7,7,7,5,5,5,5,5,5,5
9/3/2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9/4/2010,,,,,,,,2,2,2,2,2,2,2
9/5/2010,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9/6/2010,1,1,1,1,1,1,1,9,9,9,9,9,9,9
9/7/2010,5,5,5,5,5,5,5,6,6,6,6,6,6,6
9/8/2010,3,3,3,3,3,3,3,7,7,7,7,7,7,7
9/9/2010,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9/10/2010,1,1,1,1,1,1,1,4,4,4,4,4,4,4
9/11/2010,2,2,2,2,2,2,2,1,1,1,1,1,1,1
9/12/2010,3,3,3,3,3,3,3,11,11,11,11,11,11,11
9/13/2010,2,2,2,2,2,2,2,7,7,7,7,7,7,7
9/14/2010,2,2,2,2,2,2,2,7,7,7,7,7,7,7
9/15/2010,3,3,3,3,3,3,3,6,6,6,6,6,6,6
9/16/2010,4,4,4,4,4,4,4,7,7,7,7,7,7,7
9/17/2010,3,3,3,3,3,3,3,4,4,4,4,4,4,4
9/18/2010,3,3,3,3,3,3,3,2,2,2,2,2,2,2
9/19/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
9/20/2010,3,3,3,3,3,3,3,15,15,15,15,15,15,15
9/21/2010,4,4,4,4,4,4,4,6,6,6,6,6,6,6
9/22/2010,5,5,5,5,5,5,5,7,7,7,7,7,7,7
9/23/2010,4,4,4,4,4,4,4,6,6,6,6,6,6,6
9/24/2010,5,5,5,5,5,5,5,4,4,4,4,4,4,4
9/25/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
9/26/2010,,,,,,,,8,8,8,8,8,8,8
9/27/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
9/28/2010,4,4,4,4,4,4,4,10,10,10,10,10,10,10
9/29/2010,2,2,2,2,2,2,2,6,6,6,6,6,6,6
9/30/2010,7,7,7,7,7,7,7,6,6,6,6,6,6,6
10/1/2010,4,4,4,4,4,4,4,7,7,7,7,7,7,7
10/2/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
10/3/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
10/4/2010,,,,,,,,6,6,6,6,6,6,6
10/5/2010,1,1,1,1,1,1,1,4,4,4,4,4,4,4
10/6/2010,5,5,5,5,5,5,5,7,7,7,7,7,7,7
10/7/2010,4,4,4,4,4,4,4,8,8,8,8,8,8,8
10/8/2010,4,4,4,4,4,4,4,3,3,3,3,3,3,3
10/9/2010,3,3,3,3,3,3,3,4,4,4,4,4,4,4
10/10/2010,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10/11/2010,2,2,2,2,2,2,2,6,6,6,6,6,6,6
10/12/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
10/13/2010,6,6,6,6,6,6,6,11,11,11,11,11,11,11
10/14/2010,7,7,7,7,7,7,7,10,10,10,10,10,10,10
10/15/2010,1,1,1,1,1,1,1,14,14,14,14,14,14,14
10/16/2010,4,4,4,4,4,4,4,7,7,7,7,7,7,7
10/17/2010,7,7,7,7,7,7,7,9,9,9,9,9,9,9
10/18/2010,9,9,9,9,9,9,9,14,14,14,14,14,14,14
10/19/2010,4,4,4,4,4,4,4,9,9,9,9,9,9,9
10/20/2010,3,3,3,3,3,3,3,11,11,11,11,11,11,11
10/21/2010,2,2,2,2,2,2,2,9,9,9,9,9,9,9
10/22/2010,4,4,4,4,4,4,4,6,6,6,6,6,6,6
10/23/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
10/24/2010,2,2,2,2,2,2,2,6,6,6,6,6,6,6
10/25/2010,2,2,2,2,2,2,2,10,10,10,10,10,10,10
10/26/2010,5,5,5,5,5,5,5,10,10,10,10,10,10,10
10/27/2010,5,5,5,5,5,5,5,10,10,10,10,10,10,10
10/28/2010,3,3,3,3,3,3,3,5,5,5,5,5,5,5
